productId,id,locale,existingUrl,currentUrl,slug,currentTitle,productName,category,productFamily,exactModel,productType,currentImages,existingSpecs,existingDescription,availableDocuments,primaryIndustries,materials,installationPositions,realFeatures,missingTechnicalFields,competitorResearchUrls,contentStatus,pageStatus
"ctn-type-full-countercurrent-wet-magnetic-separator","ctn-type-full-countercurrent-wet-magnetic-separator","en","/en/products/ctn-type-full-countercurrent-wet-magnetic-separator","/en/products/ctn-type-full-countercurrent-wet-magnetic-separator","ctn-type-full-countercurrent-wet-magnetic-separator","CTN type full countercurrent wet magnetic separator","CTN type full countercurrent wet magnetic separator","Magnetic Separation Equipment","mineral-processing","CTN","Magnetic Separation Equipment","/assets/products/ctn-type-full-countercurrent-wet-magnetic-separator/ctn-type-full-countercurrent-wet-magnetic-separator-01.jpg | /assets/products/ctn-type-full-countercurrent-wet-magnetic-separator/ctn-type-full-countercurrent-wet-magnetic-separator-01.jpg | /assets/products/ctn-type-full-countercurrent-wet-magnetic-separator/ctn-type-full-countercurrent-wet-magnetic-separator-02.png | /assets/products/ctn-type-full-countercurrent-wet-magnetic-separator/ctn-type-full-countercurrent-wet-magnetic-separator-04.png | /assets/products/ctn-type-full-countercurrent-wet-magnetic-separator/ctn-type-full-countercurrent-wet-magnetic-separator-06.png | /assets/products/ctn-type-full-countercurrent-wet-magnetic-separator/ctn-type-full-countercurrent-wet-magnetic-separator-03.png | /assets/products/ctn-type-full-countercurrent-wet-magnetic-separator/ctn-type-full-countercurrent-wet-magnetic-separator-08.jpg | /assets/products/ctn-type-full-countercurrent-wet-magnetic-separator/ctn-type-full-countercurrent-wet-magnetic-separator-07.jpg | /assets/products/ctn-type-full-countercurrent-wet-magnetic-separator/ctn-type-full-countercurrent-wet-magnetic-separator-05.png","Model: CTN","product overview： 1、 Explanation The core technology of CTN wet full countercurrent magnetic separator adopts computer simulation design of magnetic circuit, which makes the magnetic field distribution in the magnetic separation zone more uniform, without","None found in static product record","Metal industry magnetic separation equipment | ore | mineral","To be confirmed from project material and current technical record","To be confirmed from process layout","Existing source content requires technical review before use","Technical values beyond model reference: confirm from current datasheet or supplier record","docs/product-content/competitor-research.md","detail-template-live / technical review needed","published"
"cts-type-downstream-wet-pre-selection-machine","cts-type-downstream-wet-pre-selection-machine","en","/en/products/cts-type-downstream-wet-pre-selection-machine","/en/products/cts-type-downstream-wet-pre-selection-machine","cts-type-downstream-wet-pre-selection-machine","CTS type downstream wet pre selection machine","CTS type downstream wet pre selection machine","Magnetic Separation Equipment","mineral-processing","CTS","Magnetic Separation Equipment","/assets/products/cts-type-downstream-wet-pre-selection-machine/cts-type-downstream-wet-pre-selection-machine-01.jpg | /assets/products/cts-type-downstream-wet-pre-selection-machine/cts-type-downstream-wet-pre-selection-machine-01.jpg | /assets/products/cts-type-downstream-wet-pre-selection-machine/cts-type-downstream-wet-pre-selection-machine-02.png | /assets/products/cts-type-downstream-wet-pre-selection-machine/cts-type-downstream-wet-pre-selection-machine-03.png | /assets/products/cts-type-downstream-wet-pre-selection-machine/cts-type-downstream-wet-pre-selection-machine-06.png | /assets/products/cts-type-downstream-wet-pre-selection-machine/cts-type-downstream-wet-pre-selection-machine-08.jpg | /assets/products/cts-type-downstream-wet-pre-selection-machine/cts-type-downstream-wet-pre-selection-machine-04.png | /assets/products/cts-type-downstream-wet-pre-selection-machine/cts-type-downstream-wet-pre-selection-machine-05.png | /assets/products/cts-type-downstream-wet-pre-selection-machine/cts-type-downstream-wet-pre-selection-machine-07.jpg","Model: CTS","product overview： 1、 Explanation The CTS type downstream wet pre selection machine is suitable for pre selection and selection of coarse-grained strong magnetic materials with a particle size of 6-0mm, or for removing mixed strong magnetic minerals in","None found in static product record","Metal industry magnetic separation equipment | ore | mineral","To be confirmed from project material and current technical record","To be confirmed from process layout","Existing source content requires technical review before use","Technical values beyond model reference: confirm from current datasheet or supplier record","docs/product-content/competitor-research.md","detail-template-live / technical review needed","published"
"ctzs-type-upward-suction-magnetic-separator","ctzs-type-upward-suction-magnetic-separator","en","/en/products/ctzs-type-upward-suction-magnetic-separator","/en/products/ctzs-type-upward-suction-magnetic-separator","ctzs-type-upward-suction-magnetic-separator","CTZS type upward suction magnetic separator","CTZS type upward suction magnetic separator","Magnetic Separation Equipment","suspended","CTZS","Magnetic Separation Equipment","/assets/products/ctzs-type-upward-suction-magnetic-separator/ctzs-type-upward-suction-magnetic-separator-01.jpg | /assets/products/ctzs-type-upward-suction-magnetic-separator/ctzs-type-upward-suction-magnetic-separator-01.jpg | /assets/products/ctzs-type-upward-suction-magnetic-separator/ctzs-type-upward-suction-magnetic-separator-02.png | /assets/products/ctzs-type-upward-suction-magnetic-separator/ctzs-type-upward-suction-magnetic-separator-06.png | /assets/products/ctzs-type-upward-suction-magnetic-separator/ctzs-type-upward-suction-magnetic-separator-04.png | /assets/products/ctzs-type-upward-suction-magnetic-separator/ctzs-type-upward-suction-magnetic-separator-03.png | /assets/products/ctzs-type-upward-suction-magnetic-separator/ctzs-type-upward-suction-magnetic-separator-05.png | /assets/products/ctzs-type-upward-suction-magnetic-separator/ctzs-type-upward-suction-magnetic-separator-07.jpg | /assets/products/ctzs-type-upward-suction-magnetic-separator/ctzs-type-upward-suction-magnetic-separator-08.jpg","Model: CTZS","product overview： 1、 Explanation The CTZS type upward suction magnetic separator is a specialized equipment developed by our company for typical industries such as household waste classification, industrial waste classification, and scrap steel crushing","None found in static product record","Metal industry magnetic separation equipment | cement","To be confirmed from project material and current technical record","To be confirmed from process layout","Existing source content requires technical review before use","Technical values beyond model reference: confirm from current datasheet or supplier record","docs/product-content/competitor-research.md","detail-template-live / technical review needed","published"
"hcg-type-dry-pre-selection-machine","hcg-type-dry-pre-selection-machine","en","/en/products/hcg-type-dry-pre-selection-machine","/en/products/hcg-type-dry-pre-selection-machine","hcg-type-dry-pre-selection-machine","HCG type dry pre selection machine","HCG type dry pre selection machine","Magnetic Separation Equipment","mineral-processing","HCG | HRA | HRA92","Magnetic Separation Equipment","/assets/products/hcg-type-dry-pre-selection-machine/hcg-type-dry-pre-selection-machine-01.jpg | /assets/products/hcg-type-dry-pre-selection-machine/hcg-type-dry-pre-selection-machine-01.jpg | /assets/products/hcg-type-dry-pre-selection-machine/hcg-type-dry-pre-selection-machine-05.png | /assets/products/hcg-type-dry-pre-selection-machine/hcg-type-dry-pre-selection-machine-02.png | /assets/products/hcg-type-dry-pre-selection-machine/hcg-type-dry-pre-selection-machine-07.jpg | /assets/products/hcg-type-dry-pre-selection-machine/hcg-type-dry-pre-selection-machine-06.jpg | /assets/products/hcg-type-dry-pre-selection-machine/hcg-type-dry-pre-selection-machine-03.png | /assets/products/hcg-type-dry-pre-selection-machine/hcg-type-dry-pre-selection-machine-04.png","Model: HCG | Model: HRA | Model: HRA92","product overview： 1、 Explanation The HCG type dry pre selection machine is mainly designed for pre selection of 5% -20% ultra-low grade, low-grade magnetite and dry powder ores, effectively improving the grinding grade, reducing the beneficiation cost, and","None found in static product record","Metal industry magnetic separation equipment | ceramic | ore","To be confirmed from project material and current technical record","To be confirmed from process layout","Existing source content requires technical review before use","Technical values beyond model reference: confirm from current datasheet or supplier record","docs/product-content/competitor-research.md","detail-template-live / technical review needed","published"
"hjlh-type-vertical-ring-high-gradient-magnetic-separation","hjlh-type-vertical-ring-high-gradient-magnetic-separation","en","/en/products/hjlh-type-vertical-ring-high-gradient-magnetic-separation","/en/products/hjlh-type-vertical-ring-high-gradient-magnetic-separation","hjlh-type-vertical-ring-high-gradient-magnetic-separation","HJLH type vertical ring high gradient magnetic separation","HJLH type vertical ring high gradient magnetic separation","Magnetic Separation Equipment","mineral-processing","HJLH","Magnetic Separation Equipment","/assets/products/hjlh-type-vertical-ring-high-gradient-magnetic-separation/hjlh-type-vertical-ring-high-gradient-magnetic-separation-01.jpg | /assets/products/hjlh-type-vertical-ring-high-gradient-magnetic-separation/hjlh-type-vertical-ring-high-gradient-magnetic-separation-01.jpg | /assets/products/hjlh-type-vertical-ring-high-gradient-magnetic-separation/hjlh-type-vertical-ring-high-gradient-magnetic-separation-02.png | /assets/products/hjlh-type-vertical-ring-high-gradient-magnetic-separation/hjlh-type-vertical-ring-high-gradient-magnetic-separation-05.png | /assets/products/hjlh-type-vertical-ring-high-gradient-magnetic-separation/hjlh-type-vertical-ring-high-gradient-magnetic-separation-04.png | /assets/products/hjlh-type-vertical-ring-high-gradient-magnetic-separation/hjlh-type-vertical-ring-high-gradient-magnetic-separation-07.jpg | /assets/products/hjlh-type-vertical-ring-high-gradient-magnetic-separation/hjlh-type-vertical-ring-high-gradient-magnetic-separation-03.png | /assets/products/hjlh-type-vertical-ring-high-gradient-magnetic-separation/hjlh-type-vertical-ring-high-gradient-magnetic-separation-06.jpg","Model: HJLH","product overview： 1、 Explanation Our company's HJLH wet vertical ring high gradient magnetic separator belongs to independent innovation and research and development, and has obtained a national utility model patent. Its technological innovation adopts simple","None found in static product record","Metal industry magnetic separation equipment | ore | mineral","To be confirmed from project material and current technical record","To be confirmed from process layout","Existing source content requires technical review before use","Technical values beyond model reference: confirm from current datasheet or supplier record","docs/product-content/competitor-research.md","detail-template-live / technical review needed","published"
"ljk-type-magnetic-ore-special-iron-remover","ljk-type-magnetic-ore-special-iron-remover","en","/en/products/ljk-type-magnetic-ore-special-iron-remover","/en/products/ljk-type-magnetic-ore-special-iron-remover","ljk-type-magnetic-ore-special-iron-remover","LJK type magnetic ore special iron remover","LJK type magnetic ore special iron remover","Magnetic Separation Equipment","mineral-processing","LJK","Magnetic Separation Equipment","/assets/products/ljk-type-magnetic-ore-special-iron-remover/ljk-type-magnetic-ore-special-iron-remover-01.jpg | /assets/products/ljk-type-magnetic-ore-special-iron-remover/ljk-type-magnetic-ore-special-iron-remover-01.jpg | /assets/products/ljk-type-magnetic-ore-special-iron-remover/ljk-type-magnetic-ore-special-iron-remover-02.png | /assets/products/ljk-type-magnetic-ore-special-iron-remover/ljk-type-magnetic-ore-special-iron-remover-05.png | /assets/products/ljk-type-magnetic-ore-special-iron-remover/ljk-type-magnetic-ore-special-iron-remover-04.png | /assets/products/ljk-type-magnetic-ore-special-iron-remover/ljk-type-magnetic-ore-special-iron-remover-03.png | /assets/products/ljk-type-magnetic-ore-special-iron-remover/ljk-type-magnetic-ore-special-iron-remover-07.jpg | /assets/products/ljk-type-magnetic-ore-special-iron-remover/ljk-type-magnetic-ore-special-iron-remover-06.jpg","Model: LJK","product overview： 1、 Explanation The LJK iron removal system is mainly suitable for removing iron from magnetic ore conveyor belts such as raw ore, sintered ore, pellet ore, and block ore. The LJK iron removal system relies on its unique magnetic circuit","None found in static product record","Metal industry magnetic separation equipment | ore","To be confirmed from project material and current technical record","To be confirmed from process layout","Existing source content requires technical review before use","Technical values beyond model reference: confirm from current datasheet or supplier record","docs/product-content/competitor-research.md","detail-template-live / technical review needed","published"
"nct-type-concentrated-magnetic-separator","nct-type-concentrated-magnetic-separator","en","/en/products/nct-type-concentrated-magnetic-separator","/en/products/nct-type-concentrated-magnetic-separator","nct-type-concentrated-magnetic-separator","NCT type concentrated magnetic separator","NCT type concentrated magnetic separator","Magnetic Separation Equipment","mineral-processing","NCT","Magnetic Separation Equipment","/assets/products/nct-type-concentrated-magnetic-separator/nct-type-concentrated-magnetic-separator-01.jpg | /assets/products/nct-type-concentrated-magnetic-separator/nct-type-concentrated-magnetic-separator-01.jpg | /assets/products/nct-type-concentrated-magnetic-separator/nct-type-concentrated-magnetic-separator-02.png | /assets/products/nct-type-concentrated-magnetic-separator/nct-type-concentrated-magnetic-separator-06.png | /assets/products/nct-type-concentrated-magnetic-separator/nct-type-concentrated-magnetic-separator-08.jpg | /assets/products/nct-type-concentrated-magnetic-separator/nct-type-concentrated-magnetic-separator-04.png | /assets/products/nct-type-concentrated-magnetic-separator/nct-type-concentrated-magnetic-separator-05.png | /assets/products/nct-type-concentrated-magnetic-separator/nct-type-concentrated-magnetic-separator-03.png | /assets/products/nct-type-concentrated-magnetic-separator/nct-type-concentrated-magnetic-separator-07.jpg","Model: NCT","product overview： 1、 Explanation The NCT type concentrated magnetic separator is specifically designed for the concentration of low concentration slurry in the magnetic separation process, increasing the concentration of the slurry. Mainly used in the","None found in static product record","Metal industry magnetic separation equipment | recycling | ore | mineral","To be confirmed from project material and current technical record","To be confirmed from process layout","Existing source content requires technical review before use","Technical values beyond model reference: confirm from current datasheet or supplier record","docs/product-content/competitor-research.md","detail-template-live / technical review needed","published"
"wbc-semi-magnetic-tailings-recovery-machine","wbc-semi-magnetic-tailings-recovery-machine","en","/en/products/wbc-semi-magnetic-tailings-recovery-machine","/en/products/wbc-semi-magnetic-tailings-recovery-machine","wbc-semi-magnetic-tailings-recovery-machine","WBC semi magnetic tailings recovery machine","WBC semi magnetic tailings recovery machine","Magnetic Separation Equipment","mineral-processing","WBC","Magnetic Separation Equipment","/assets/products/wbc-semi-magnetic-tailings-recovery-machine/wbc-semi-magnetic-tailings-recovery-machine-01.jpg | /assets/products/wbc-semi-magnetic-tailings-recovery-machine/wbc-semi-magnetic-tailings-recovery-machine-01.jpg | /assets/products/wbc-semi-magnetic-tailings-recovery-machine/wbc-semi-magnetic-tailings-recovery-machine-06.png | /assets/products/wbc-semi-magnetic-tailings-recovery-machine/wbc-semi-magnetic-tailings-recovery-machine-02.png | /assets/products/wbc-semi-magnetic-tailings-recovery-machine/wbc-semi-magnetic-tailings-recovery-machine-04.png | /assets/products/wbc-semi-magnetic-tailings-recovery-machine/wbc-semi-magnetic-tailings-recovery-machine-03.png | /assets/products/wbc-semi-magnetic-tailings-recovery-machine/wbc-semi-magnetic-tailings-recovery-machine-08.jpg | /assets/products/wbc-semi-magnetic-tailings-recovery-machine/wbc-semi-magnetic-tailings-recovery-machine-05.png | /assets/products/wbc-semi-magnetic-tailings-recovery-machine/wbc-semi-magnetic-tailings-recovery-machine-07.jpg","Model: WBC","product overview： 1、 Explanation The WBC type semi magnetic tailings recovery machine is suitable for selecting magnetic minerals. It can enrich and recover magnetic minerals in tailings slurry or remove magnetic impurities from other suspensions.","None found in static product record","Metal industry magnetic separation equipment | mineral | aggregate","To be confirmed from project material and current technical record","To be confirmed from process layout","Existing source content requires technical review before use","Technical values beyond model reference: confirm from current datasheet or supplier record","docs/product-content/competitor-research.md","detail-template-live / technical review needed","published"
"ctn-type-specialized-magnetic-separator-for-coal-washing","ctn-type-specialized-magnetic-separator-for-coal-washing","en","/en/products/ctn-type-specialized-magnetic-separator-for-coal-washing","/en/products/ctn-type-specialized-magnetic-separator-for-coal-washing","ctn-type-specialized-magnetic-separator-for-coal-washing","CTN type specialized magnetic separator for coal washing","CTN type specialized magnetic separator for coal washing","Magnetic Separation Equipment","mineral-processing","CTN","Magnetic Separation Equipment","/assets/products/ctn-type-specialized-magnetic-separator-for-coal-washing/ctn-type-specialized-magnetic-separator-for-coal-washing-01.jpg | /assets/products/ctn-type-specialized-magnetic-separator-for-coal-washing/ctn-type-specialized-magnetic-separator-for-coal-washing-01.jpg | /assets/products/ctn-type-specialized-magnetic-separator-for-coal-washing/ctn-type-specialized-magnetic-separator-for-coal-washing-02.png | /assets/products/ctn-type-specialized-magnetic-separator-for-coal-washing/ctn-type-specialized-magnetic-separator-for-coal-washing-06.png | /assets/products/ctn-type-specialized-magnetic-separator-for-coal-washing/ctn-type-specialized-magnetic-separator-for-coal-washing-03.png | /assets/products/ctn-type-specialized-magnetic-separator-for-coal-washing/ctn-type-specialized-magnetic-separator-for-coal-washing-04.png | /assets/products/ctn-type-specialized-magnetic-separator-for-coal-washing/ctn-type-specialized-magnetic-separator-for-coal-washing-08.jpg | /assets/products/ctn-type-specialized-magnetic-separator-for-coal-washing/ctn-type-specialized-magnetic-separator-for-coal-washing-05.png | /assets/products/ctn-type-specialized-magnetic-separator-for-coal-washing/ctn-type-specialized-magnetic-separator-for-coal-washing-07.jpg","Model: CTN","product overview： 1、 Explanation The CTN type coal washing specialized magnetic separator is a fully countercurrent wet magnetic separation equipment designed specifically for the recovery of magnetic media in heavy medium coal preparation plants. Its core","None found in static product record","Coal industry iron removal and magnetic separation equipment | coal | ore | mineral","To be confirmed from project material and current technical record","To be confirmed from process layout","Existing source content requires technical review before use","Technical values beyond model reference: confirm from current datasheet or supplier record","docs/product-content/competitor-research.md","detail-template-live / technical review needed","published"
"hmdn-coal-washing-special-magnetic-separator","hmdn-coal-washing-special-magnetic-separator","en","/en/products/hmdn-coal-washing-special-magnetic-separator","/en/products/hmdn-coal-washing-special-magnetic-separator","hmdn-coal-washing-special-magnetic-separator","HMDN coal washing special magnetic separator","HMDN coal washing special magnetic separator","Magnetic Separation Equipment","mineral-processing","HMDN","Magnetic Separation Equipment","/assets/products/hmdn-coal-washing-special-magnetic-separator/hmdn-coal-washing-special-magnetic-separator-01.jpg | /assets/products/hmdn-coal-washing-special-magnetic-separator/hmdn-coal-washing-special-magnetic-separator-01.jpg | /assets/products/hmdn-coal-washing-special-magnetic-separator/hmdn-coal-washing-special-magnetic-separator-02.png | /assets/products/hmdn-coal-washing-special-magnetic-separator/hmdn-coal-washing-special-magnetic-separator-03.png | /assets/products/hmdn-coal-washing-special-magnetic-separator/hmdn-coal-washing-special-magnetic-separator-05.jpg | /assets/products/hmdn-coal-washing-special-magnetic-separator/hmdn-coal-washing-special-magnetic-separator-04.jpg","Model: HMDN","product overview： 1、 Explanation: The HMDN coal washing special magnetic separator is a fully countercurrent wet magnetic separation equipment designed specifically for the recovery of magnetic media in heavy medium coal preparation plants. Drawing on","None found in static product record","Coal industry iron removal and magnetic separation equipment | coal | ore | mineral","To be confirmed from project material and current technical record","To be confirmed from process layout","Existing source content requires technical review before use","Technical values beyond model reference: confirm from current datasheet or supplier record","docs/product-content/competitor-research.md","detail-template-live / technical review needed","published"
"suspended-permanent-magnetic-separator","suspended-permanent-magnetic-separator","en","/en/products/suspended-permanent-magnetic-separator","/en/products/suspended-permanent-magnetic-separator","suspended-permanent-magnetic-separator","Suspended Permanent Magnetic Separator","Suspended Permanent Magnetic Separator","Magnetic Separation Equipment","suspended","","Magnetic Separation Equipment","/assets/products/suspended-permanent-magnetic-separator.webp | /assets/products/suspended-permanent-magnetic-separator.webp","Cleaning Type: Manual or periodic cleaning | Magnet Type: Ferrite or rare-earth permanent magnet | Mounting: Eye bolts, chain, cable or threaded bolts | Applications: Conveyor belts, recycling, paper, aggregate handling","A suspended permanent magnet for reliable tramp iron capture where manual or periodic cleaning is acceptable.","None found in static product record","Quarry | mining | coal | cement and aggregate handling | Permanent Magnet Series","To be confirmed from project material and current technical record","To be confirmed from process layout","Existing source content requires technical review before use","Technical source review required before display","docs/product-content/competitor-research.md","detail-template-live / technical review needed","published"
"suspended-electromagnetic-conveyor-belt-separator","suspended-electromagnetic-conveyor-belt-separator","en","/en/products/suspended-electromagnetic-conveyor-belt-separator","/en/products/suspended-electromagnetic-conveyor-belt-separator","suspended-electromagnetic-conveyor-belt-separator","Suspended Electromagnetic Conveyor Belt Separator","Suspended Electromagnetic Conveyor Belt Separator","Magnetic Separation Equipment","suspended","","Magnetic Separation Equipment","/assets/products/suspended-electromagnetic-conveyor-belt-separator.webp | /assets/products/suspended-electromagnetic-conveyor-belt-separator.webp","Cleaning Type: Self-cleaning belt discharge | Magnet Type: Electromagnetic coil | Typical Layout: Cross-belt or inline conveyor installation | Applications: Mining, quarry, cement, RDF, coal, recycling, power generation","An electromagnetic conveyor belt separator for working conditions that require adjustable and powerful magnetic force.","None found in static product record","High-capacity conveyors | mining | ports | coal and heavy material handling | Electromagnetic Series","To be confirmed from project material and current technical record","To be confirmed from process layout","Existing source content requires technical review before use","Technical source review required before display","docs/product-content/competitor-research.md","detail-template-live / technical review needed","published"
"dls-type-window-metal-detector","dls-type-window-metal-detector","en","/en/products/dls-type-window-metal-detector","/en/products/dls-type-window-metal-detector","dls-type-window-metal-detector","DLS type window metal detector","DLS type window metal detector","Metal Detection & Recycling Sorting","metal-detection","DLS | RS232 | RS485","Metal Detection & Recycling Sorting","/assets/products/dls-type-window-metal-detector/dls-type-window-metal-detector-01.jpg | /assets/products/dls-type-window-metal-detector/dls-type-window-metal-detector-01.jpg | /assets/products/dls-type-window-metal-detector/dls-type-window-metal-detector-02.png | /assets/products/dls-type-window-metal-detector/dls-type-window-metal-detector-06.png | /assets/products/dls-type-window-metal-detector/dls-type-window-metal-detector-03.png | /assets/products/dls-type-window-metal-detector/dls-type-window-metal-detector-04.png | /assets/products/dls-type-window-metal-detector/dls-type-window-metal-detector-05.png | /assets/products/dls-type-window-metal-detector/dls-type-window-metal-detector-07.jpg | /assets/products/dls-type-window-metal-detector/dls-type-window-metal-detector-09.png | /assets/products/dls-type-window-metal-detector/dls-type-window-metal-detector-08.jpg | /assets/products/dls-type-window-metal-detector/dls-type-window-metal-detector-10.png | /assets/products/dls-type-window-metal-detector/dls-type-window-metal-detector-11.png","Model: DLS | Model: RS232 | Model: RS485","product overview： 1、 Explanation Adopting a split structure, easy to install. Product tracking function: It can automatically adjust and compensate internally based on changes in product effects.","None found in static product record","General iron removal equipment | Metal detection and separation equipment for the food, pharmaceutical, and chemical industries | ceramic | recycling | wood","To be confirmed from project material and current technical record","To be confirmed from process layout","Existing source content requires technical review before use","Technical values beyond model reference: confirm from current datasheet or supplier record","docs/product-content/competitor-research.md","detail-template-live / technical review needed","published"
"gjt-type-window-metal-detector","gjt-type-window-metal-detector","en","/en/products/gjt-type-window-metal-detector","/en/products/gjt-type-window-metal-detector","gjt-type-window-metal-detector","GJT type window metal detector","GJT type window metal detector","Metal Detection & Recycling Sorting","metal-detection","GJT","Metal Detection & Recycling Sorting","/assets/products/gjt-type-window-metal-detector/gjt-type-window-metal-detector-01.jpg | /assets/products/gjt-type-window-metal-detector/gjt-type-window-metal-detector-01.jpg | /assets/products/gjt-type-window-metal-detector/gjt-type-window-metal-detector-07.jpg | /assets/products/gjt-type-window-metal-detector/gjt-type-window-metal-detector-08.jpg | /assets/products/gjt-type-window-metal-detector/gjt-type-window-metal-detector-02.png | /assets/products/gjt-type-window-metal-detector/gjt-type-window-metal-detector-04.png | /assets/products/gjt-type-window-metal-detector/gjt-type-window-metal-detector-06.jpg | /assets/products/gjt-type-window-metal-detector/gjt-type-window-metal-detector-05.jpg | /assets/products/gjt-type-window-metal-detector/gjt-type-window-metal-detector-03.png","Installation method: The sensor is installed on the belt frame, and the amplitude of the belt frame should be less than 0.5mm. When the amplitude exceeds 0.5mm, the sensor bracket should be installed separately. | Model: GJT","product overview： 1、 Explanation The GJT window type metal detector is currently an excellent product in the field of metal detection in China. In the circuit design, a new metal detection technology - digital phase shifting and related detection technology -","None found in static product record","General iron removal equipment | mining | cement | food | ore","To be confirmed from project material and current technical record","To be confirmed from process layout","Existing source content requires technical review before use","Technical source review required before display","docs/product-content/competitor-research.md","sample-approved / ready for deployment","published"
"hecp-eddy-current-metal-sorting-machine","hecp-eddy-current-metal-sorting-machine","en","/en/products/hecp-eddy-current-metal-sorting-machine","/en/products/hecp-eddy-current-metal-sorting-machine","hecp-eddy-current-metal-sorting-machine","HECP eddy current metal sorting machine","HECP eddy current metal sorting machine","Metal Detection & Recycling Sorting","recycling-sorting","CNC | HECP | HECS","Metal Detection & Recycling Sorting","/assets/products/hecp-eddy-current-metal-sorting-machine/hecp-eddy-current-metal-sorting-machine-01.jpg | /assets/products/hecp-eddy-current-metal-sorting-machine/hecp-eddy-current-metal-sorting-machine-01.jpg | /assets/products/hecp-eddy-current-metal-sorting-machine/hecp-eddy-current-metal-sorting-machine-02.png | /assets/products/hecp-eddy-current-metal-sorting-machine/hecp-eddy-current-metal-sorting-machine-03.png | /assets/products/hecp-eddy-current-metal-sorting-machine/hecp-eddy-current-metal-sorting-machine-04.png | /assets/products/hecp-eddy-current-metal-sorting-machine/hecp-eddy-current-metal-sorting-machine-06.png | /assets/products/hecp-eddy-current-metal-sorting-machine/hecp-eddy-current-metal-sorting-machine-07.jpg | /assets/products/hecp-eddy-current-metal-sorting-machine/hecp-eddy-current-metal-sorting-machine-05.png | /assets/products/hecp-eddy-current-metal-sorting-machine/hecp-eddy-current-metal-sorting-machine-08.jpg","Model: CNC | Model: HECP | Model: HECS","product overview： 1、 Explanation The HECP eddy current metal sorting machine can be widely used in various environmental protection fields and material processing in the non-ferrous metal processing industry. Its typical application is significant in the","None found in static product record","Metal industry magnetic separation equipment | recycling | glass | wood | ore","To be confirmed from project material and current technical record","To be confirmed from process layout","Existing source content requires technical review before use","Technical values beyond model reference: confirm from current datasheet or supplier record","docs/product-content/competitor-research.md","detail-template-live / technical review needed","published"
"hecs-type-eddy-current-metal-sorting-machine","hecs-type-eddy-current-metal-sorting-machine","en","/en/products/hecs-type-eddy-current-metal-sorting-machine","/en/products/hecs-type-eddy-current-metal-sorting-machine","hecs-type-eddy-current-metal-sorting-machine","HECS type eddy current metal sorting machine","HECS type eddy current metal sorting machine","Metal Detection & Recycling Sorting","recycling-sorting","HECS","Metal Detection & Recycling Sorting","/assets/products/hecs-type-eddy-current-metal-sorting-machine/hecs-type-eddy-current-metal-sorting-machine-01.jpg | /assets/products/hecs-type-eddy-current-metal-sorting-machine/hecs-type-eddy-current-metal-sorting-machine-01.jpg | /assets/products/hecs-type-eddy-current-metal-sorting-machine/hecs-type-eddy-current-metal-sorting-machine-02.png | /assets/products/hecs-type-eddy-current-metal-sorting-machine/hecs-type-eddy-current-metal-sorting-machine-04.png | /assets/products/hecs-type-eddy-current-metal-sorting-machine/hecs-type-eddy-current-metal-sorting-machine-06.png | /assets/products/hecs-type-eddy-current-metal-sorting-machine/hecs-type-eddy-current-metal-sorting-machine-05.png | /assets/products/hecs-type-eddy-current-metal-sorting-machine/hecs-type-eddy-current-metal-sorting-machine-07.jpg | /assets/products/hecs-type-eddy-current-metal-sorting-machine/hecs-type-eddy-current-metal-sorting-machine-08.jpg | /assets/products/hecs-type-eddy-current-metal-sorting-machine/hecs-type-eddy-current-metal-sorting-machine-03.png","Model: HECS","product overview： 1、 Explanation The physical basis of the HECS eddy current metal sorting machine is based on two important physical phenomena: a time-varying alternating magnetic field always accompanies an alternating electric field; A current carrying","None found in static product record","Metal industry magnetic separation equipment | recycling | glass | wood | ore","To be confirmed from project material and current technical record","To be confirmed from process layout","Existing source content requires technical review before use","Technical values beyond model reference: confirm from current datasheet or supplier record","docs/product-content/competitor-research.md","detail-template-live / technical review needed","published"
