site_id,url,content_type,published_at,title,source_url,source_date,word_count,duplicate_cluster,similarity_score,index_status,decision,reason,redirect_target,rollback_method,reviewer
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/electromagnetic-separator-koryx-copper-wins-analyst-support-after-namibia-assays","news","2026-07-02","Koryx Copper Namibia: Electromagnetic Separator Selection Notes: Cowinmagnet View","https://www.mining.com/koryx-copper-wins-analyst-support-after-namibia-assays/","2026-06-30","1218","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/magnetic-separation-weir-lands-major-slurry-pump-order-in-india","news","2026-07-01","Weir India: Magnetic Separation Questions for Mineral Buyers: Cowinmagnet View","https://www.australianmining.com.au/weir-lands-major-slurry-pump-order-in-india/","2026-07-01","1304","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/magnetic-separation-prima-deshecha-landfill-earns-cal-vpp-star-certification","news","2026-07-01","Prima Deshecha Landfill Earns: Recycling Buyers Review Magnetic Separation Needs: Cowinmagnet View","https://www.waste360.com/landfill/prima-deshecha-landfill-earns-cal-vpp-star-certification","2026-06-30","1273","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/electromagnetic-separator-how-arafura-and-8217-s-nolans-project-became-absolutely-critical","news","2026-07-01","How Arafura 8217 Nolans: Magnetic Separation Questions for Mineral Buyers: Cowinmagnet View","https://www.australianmining.com.au/how-arafuras-nolans-project-became-absolutely-critical/","2026-07-01","1313","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/electromagnetic-separator-cereulide-incident-and-deadly-listeria-outbreak-highlighted-in-a","news","2026-07-01","Cereulide Listeria: Metal Contamination Control Notes for Processors: Cowinmagnet View","https://www.foodsafetynews.com/2026/06/cereulide-incident-and-deadly-listeria-outbreak-highlighted-in-annual-eu-food-safety-report/","2026-06-30","1260","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/magnetic-separation-tomra-recycling-unveils-finder-color-next-generation-color-sorting-for","news","2026-06-30","TOMRA Recycling Unveils FINDER: Recycling Buyers Review Magnetic Separation Needs: Cowinmagnet View","https://news.google.com/rss/articles/CBMi1AFBVV95cUxPeXVSN3RXd19yNXdzeEkwMFpxUklBWDhQeUVxWUswbl9nS0pRbTJTUjFXRU0xT2NNQjZITGJDTGxQcXR6UFdHT1ZDVDh0VWlmM0ZyZjJ3U2RjeXNYRnZNUFhhUzZvS2FTcWVjLWp6V3ViZndMTE1kT2tGeXQ0Z0ZLbTJRRFBwR3BKdTBUZ21SbWdnTXhtdzJjQk5vNUZsblludWZROVNQTTlBV1R5S3JhNDFkc1JUZGhJVWtERUtyLXUzRFFBb2toYkxzdXpSTVV4UDVqZw?oc=5","2025-09-18","1266","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/electromagnetic-separator-greatland-targets-multi-decade-future-at-telfer-havieron","news","2026-06-30","Greatland Telfer-Havieron: Magnetic Separation Questions for Mineral Buyers: Cowinmagnet View","https://www.australianmining.com.au/greatland-targets-multi-decade-future-at-telfer-havieron/","2026-06-30","1284","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/magnetic-bars-components-plant-based-food-brand-recalls-2-products","news","2026-06-30","Plant-Based Food Brand Recalls: Metal Contamination Control Notes for Processors: Cowinmagnet View","https://www.powderbulksolids.com/product-recalls/plant-based-food-brand-recalls-2-products","2026-06-24","1234","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/magnetic-separation-tactical-resources-eyes-nasdaq-debut-as-texas-rare-earths-project-adva","news","2026-06-29","Tactical Resources Nasdaq Texas: Magnetic Separation Questions for Mineral Buyers: Cowinmagnet View","https://www.mining.com/tactical-resources-eyes-nasdaq-debut-as-texas-rare-earths-project-advances/","2026-06-29","1275","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/electromagnetic-separator-us-army-opens-bases-to-critical-minerals-plants-miningmx","news","2026-06-29","Army Miningmx: Magnetic Separation Questions for Mineral Buyers: Cowinmagnet View","https://news.google.com/rss/articles/CBMikgFBVV95cUxNdFJLT285di1ZLUFpS3k3QVFabmRXaTVTNXVfMmhFS3MxQzBjbXJGQ1FQX181cmJUVHJiaGhSbmxwZGFyU3NfS1NXSjlLVi1rcHR2Z0ZWbFZ2TUVudUV2Y0UyZ3FRalZMRElLalVtWDdVRmlDZHlySzRTQWtsNnU4eHhDY240VUdjVlJHM3NQZndrZw?oc=5","2026-06-26","1248","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/electromagnetic-separator-thiess-adds-fourth-liebherr-r-9800-in-queensland","news","2026-06-29","Thiess Liebherr 9800 Queensland: Electromagnetic Separator Selection Notes: Cowinmagnet View","https://www.australianmining.com.au/thiess-adds-fourth-liebherr-r-9800-in-queensland/","2026-06-29","1276","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/magnetic-separation-focus-on-app-and-hardware-update-steinert-metal-and-waste-sorting-solu","news","2026-06-29","Focus App Hardware Update: Recycling Buyers Review Magnetic Separation Needs: Cowinmagnet View","https://news.google.com/rss/articles/CBMiUkFVX3lxTE5za3p3b2h5V013UDVLaEF2dHNpdmY0Sy1TZVpmenA4TTlHbG9kOTNNSUFoVnhJNXpTUEloZHBhXy1ZeC1yTWVTaFVhWHdQdTROcWc?oc=5","2022-05-09","1272","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/magnetic-separation-gfl-environmental-inc-announces-proposed-private-offering-of-senior-no","news","2026-06-28","GFL Environmental Inc Announces: Conveyor Protection Lessons for Quarry Buyers: Cowinmagnet View","https://www.waste360.com/industry-insights/gfl-environmental-inc-announces-proposed-private-offering-of-senior-notes","2026-06-22","1272","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/magnetic-separation-wmw-metal-recycling-waste-sorting-excellence-conservit-s-path-to-high","news","2026-06-28","WMW Metal Recycling Waste: Recycling Buyers Review Magnetic Separation Needs: Cowinmagnet View","https://news.google.com/rss/articles/CBMizwFBVV95cUxQSk0xdmM0QVZzMzJlQVp0TlZEc0lIMl9yNHJMcDVWZ1M2QnFJOFhNS1ZvR201QXpMUVUtX2U1RmFjMWxRbWRqa2RORGFabzJoUmc5NndncFFtVHYxSHI5RmFMUzlNR1k5MlZOUnlndjVhaFZreXFlMXZrbjRhYTE4ZTY0NE5zZmoweXVpSU91M1p4Y3ZaMzBxQlpoUmVyOUN3MVlpMFlidUdBSXVFRzQyV1A0VzZQQ19JNGxUbFk1VGo0ajlDUWVWNG9xb3hVZm8?oc=5","2025-07-24","1274","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/electromagnetic-separator-fda-imposes-stricter-import-controls-because-of-pesticides-salmo","news","2026-06-28","FDA Salmonella: Magnetic Separation Questions for Mineral Buyers: Cowinmagnet View","https://www.foodsafetynews.com/2026/06/fda-imposes-stricter-import-controls-because-of-pesticides-salmonella-and-heavy-metals/","2026-06-26","1259","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/electromagnetic-separator-leadership-change-signals-covalent-and-8217-s-next-growth-phase","news","2026-06-28","Leadership Covalent 8217: Magnetic Separation Questions for Mineral Buyers: Cowinmagnet View","https://www.australianmining.com.au/leadership-change-signals-covalents-next-growth-phase/","2026-06-25","1311","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/electromagnetic-separator-food-industry-report-reveals-rising-pay-top-concerns","news","2026-06-27","Food Industry Report Reveals: Metal Contamination Control Notes for Processors: Cowinmagnet View","https://www.powderbulksolids.com/food-beverage/food-industry-report-reveals-rising-pay-top-concerns","2026-06-26","1253","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/magnetic-separation-plastics-unscripted-the-state-of-plastics","news","2026-06-27","Plastics Unscripted State Plastics: Recycling Buyers Review Magnetic Separation Needs: Cowinmagnet View","https://www.waste360.com/industry-insights/plastics-unscripted-the-state-of-plastics","2026-06-24","1266","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/electromagnetic-separator-infographic-canada-s-miners-are-blue-collar-wage-leaders","news","2026-06-27","Infographic Canada: Electromagnetic Separator Selection Notes: Cowinmagnet View","https://www.mining.com/infographic-canadas-blue-collar-wage-leaders/","2026-06-25","1217","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/magnetic-separation-wear-liner-impact-plate-market-forecast-to-2035-replacement-demand-fro","news","2026-06-27","Wear Liner Impact Plate: Magnetic Separation Questions for Mineral Buyers: Cowinmagnet View","https://news.google.com/rss/articles/CBMi4wFBVV95cUxQRU5oSWRRZGptRE1VQ3FEWmZfRHBWUlBzeG9Zb3V0NnlmNW5rUk8zM05KaFV4cFpabklrRXB2TTBqc0tjRkFzNGdJbVYyekFuNHdRX1R5TlJMZ1dGZEhMRTd3c1pvWFdHeVBkd01nOWlyLUZvZ0I3LXZ6SDd1YUVDUnBocUFmM2pFcVRTYktwVVYzYWdFZUo3aUxnaVN6S3NvMTFkMUtVY1RTS1VxVDZPTDFCckpmY0dsblpXZ0JIMElaaDV5VzllLWNJYXlUeTBfNXMycEYtaUVKcTc2bVBkbmJ0cw?oc=5","2026-06-22","1297","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/electromagnetic-separator-wa-urged-to-seize-100-billion-critical-minerals-opportunity","news","2026-06-25","100: Magnetic Separation Questions for Mineral Buyers: Cowinmagnet View","https://www.australianmining.com.au/wa-urged-to-seize-100-billion-critical-minerals-opportunity/","2026-06-25","1297","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/magnetic-bars-components-restaurant-inspection-data-may-help-strengthen-foodborne-illness","news","2026-06-25","Restaurant: Magnetic Separation Questions for Mineral Buyers: Cowinmagnet View","https://www.foodsafetynews.com/2026/06/restaurant-inspection-data-may-help-strengthen-foodborne-illness-prevention/","2026-06-23","1240","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/magnetic-bars-components-icf-system-for-food-environments","news","2026-06-24","ICF System Food Environments: Metal Contamination Control Notes for Processors: Cowinmagnet View","https://www.powderbulksolids.com/dust-collection/icf-system-for-food-environments","2026-06-22","1236","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/magnetic-separation-waste-world-episode-68-todd-ellis-on-building-a-better-battery-recycli","news","2026-06-24","Waste World Episode Todd: Recycling Buyers Review Magnetic Separation Needs: Cowinmagnet View","https://www.waste360.com/industry-insights/waste-world-episode-68-todd-ellis-on-building-a-better-battery-recycling-system","2026-06-23","1299","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/electromagnetic-separator-newmont-and-8217-s-red-chris-underground-expansion-gets-regulato","news","2026-06-24","Newmont 8217 Red Chris: Electromagnetic Separator Selection Notes: Cowinmagnet View","https://www.mining.com/newmonts-red-chris-underground-expansion-gets-regulatory-green-light-in-bc/","2026-06-19","1232","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/magnetic-separation-sustainable-building-materials-company-ceo-on-equipment-choices","news","2026-06-19","Sustainable Building Materials Company: Conveyor Protection Lessons for Quarry Buyers: Cowinmagnet View","https://www.powderbulksolids.com/building-materials/sustainable-building-materials-company-ceo-on-equipment-choices","2026-06-12","1248","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/electromagnetic-separator-rinehart-s-1b-spacex-bet-targets-mining-beyond-earth","news","2026-06-19","Rinehart SpaceX Earth: Magnetic Separation Questions for Mineral Buyers: Cowinmagnet View","https://www.mining.com/rineharts-1b-spacex-bet-targets-mining-beyond-earth/","2026-06-15","1250","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/magnetic-separation-casella-s-roadmap-for-renewable-energy-and-driving-a-circular-economy","news","2026-06-19","Casella Roadmap Renewable Energy: Recycling Buyers Review Magnetic Separation Needs: Cowinmagnet View","https://www.waste360.com/industry-insights/casella-s-roadmap-for-renewable-energy-and-driving-a-circular-economy","2026-06-18","1289","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/electromagnetic-separator-sandvik-achieves-record-operating-hours-on-leopard-di650i","news","2026-06-19","Sandvik Leopard DI650i: Magnetic Separation Questions for Mineral Buyers: Cowinmagnet View","https://www.australianmining.com.au/sandvik-achieves-record-operating-hours-on-leopard-di650i/","2026-06-19","1292","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/electromagnetic-separator-publisher-s-platform-fda-s-byheart-inspection-report-is-finally","news","2026-06-17","Publisher Platform FDA ByHeart: Electromagnetic Separator Selection Notes: Cowinmagnet View","https://www.foodsafetynews.com/2026/06/publishers-platform-fdas-byheart-inspection-report-is-finally-public-everyone-owns-the-bottle/","2026-06-17","1267","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/magnetic-separation-wmw-setting-new-standards-in-scrap-recycling-hudei-metals-leads-india","news","2026-06-17","WMW Setting HUDEI Metals: Recycling Buyers Review Magnetic Separation Needs: Cowinmagnet View","https://news.google.com/rss/articles/CBMirwFBVV95cUxNVkI3bFp3U2xMbUVMUFk5c1BOTnplZ2ZjaXNSVFBaLWd1T1o3STl5MERFZzZoZ3lBbWU3NUxuQkNkMkF3eERsNnRzV19jbzFJT2V4dExLRDczeEpUV2FFVE1QWk9ZZElPS3pUUXFDWV91SWczUDBxd1JIMmVod2xWOE5Cdk8ySnNSSUpiVkQ3ZXVlb0x2UU5CbkczSVFMcm9qajNLdC05cnI4SnBkUjRj?oc=5","2025-05-15","1280","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/electromagnetic-separator-barminco-selects-sandvik-for-23-unit-bellevue-gold-project-fleet","news","2026-06-16","Barminco Sandvik 23-unit Bellevue: Electromagnetic Separator Selection Notes: Cowinmagnet View","https://www.australianmining.com.au/barminco-selects-sandvik-for-23-unit-bellevue-gold-project-fleet/","2026-06-16","1277","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/magnetic-bars-components-nestl-removes-all-artificial-food-dyes-from-us-products","news","2026-06-16","Nestl Removes All Artificial: Metal Contamination Control Notes for Processors: Cowinmagnet View","https://www.powderbulksolids.com/food-beverage/nestl-removes-all-artificial-food-dyes-from-us-products","2026-06-16","1250","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/magnetic-separation-cirba-solutions-collaborates-with-industry-coalition-behind-colorado-s","news","2026-06-16","Cirba Solutions Collaborates Industry: Recycling Buyers Review Magnetic Separation Needs: Cowinmagnet View","https://www.waste360.com/waste-legislation/cirba-solutions-collaborates-with-industry-coalition-behind-colorado-s-nation-leading-ev-battery-recycling-law","2026-06-05","1297","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/magnetic-separation-prospare-enhance-conveyor-efficiency-at-uk-cement-plant-agg-net","news","2026-06-14","ProSpare Agg-Net: Conveyor Protection Lessons for Quarry Buyers: Cowinmagnet View","https://news.google.com/rss/articles/CBMijAFBVV95cUxQbHcydU1haWpJYVRXQkpUdE05Y0J6VV9KaFYyNDRWNFpMTTVHRFJSNXRpXzhOVWpmRlY0N0V6VF9wUGJRbkZoZi1Ja2NMRHF4b21WYVRMNHpkalUtaFYySkV6QkE3Q3RuVVRiTDVyeXBETW1feDdERXBiMDVja0ZpN3FlajZ3Vk9SUmRjUg?oc=5","2026-06-12","1236","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/electromagnetic-separator-indonesia-raids-gold-company-in-1-4b-laundering-probe","news","2026-06-13","Indonesia: Electromagnetic Separator Selection Notes: Cowinmagnet View","https://www.mining.com/indonesia-raids-gold-company-in-1-4b-laundering-probe/","2026-06-11","1209","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/electromagnetic-separator-mining-s-next-boom-is-off-the-map-arctic-ice-abyssal-plains-and","news","2026-06-13","Mining Arctic: Magnetic Separation Questions for Mineral Buyers: Cowinmagnet View","https://www.mining.com/minings-next-boom-is-off-the-map-arctic-ice-abyssal-plains-and-asteroids/","2026-06-12","1260","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/electromagnetic-separator-goldmining-pea-outlines-532m-value-10-year-life-for-s-o-jorge-pr","news","2026-06-12","GoldMining PEA 532M 10-year: Electromagnetic Separator Selection Notes: Cowinmagnet View","https://www.mining.com/goldmining-pea-outlines-532m-value-10-year-life-for-sao-jorge-project/","2026-06-11","1233","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/magnetic-separation-glencore-to-resume-emissions-spending-at-quebec-smelter","news","2026-06-12","Glencore Quebec: Magnetic Separation Questions for Mineral Buyers: Cowinmagnet View","https://www.mining.com/glencore-to-resume-emissions-spending-at-quebec-smelter/","2026-06-11","1254","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/electromagnetic-separator-mining-m-and-038-a-value-surges-in-q1-but-deal-count-plunges-s-a","news","2026-06-11","Mining 038 038: Electromagnetic Separator Selection Notes: Cowinmagnet View","https://www.mining.com/mining-ma-value-surges-in-q1-but-deal-count-plunges-sp/","2026-06-10","1233","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/magnetic-separation-recycling-entrepreneurs-among-south-african-award-winners","news","2026-06-10","Recycling South African: Recycling Buyers Review Magnetic Separation Needs: Cowinmagnet View","https://www.recyclingtoday.com/petco-epr-recycling-south-africa-2026-awards-pet-plastic-packaging","2026-06-10","1136","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/magnetic-separation-rio-tinto-ramps-up-smelter-with-recycling-tie-in","news","2026-06-09","Rio Tinto: Recycling Buyers Review Magnetic Separation Needs: Cowinmagnet View","https://www.recyclingtoday.com/rio-tinto-primary-aluminum-smelter-quebec-canada-recycling","2026-06-08","1135","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/magnetic-separation-elementusa-colorado-school-of-mines-win-67m-award-for-rare-earth-proce","news","2026-06-09","Rare Earth Processing News Signals Magnetic Separation Demand: Cowinmagnet View","https://www.mining.com/doe-awards-67m-to-elementusa-colorado-school-of-mines-for-rare-earth-processing-plant/","2026-06-03","1130","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/magnetic-separation-stardust-power-joins-doe-backed-lithium-extraction-program","news","2026-06-06","Rare Earth Processing News Signals Magnetic Separation Demand: Cowinmagnet View","https://www.mining.com/stardust-power-joins-department-of-energy-backed-lithium-extraction-program/","2026-06-03","1122","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
"cowinmagnet-production","https://www.cowinmagnet.com/en/news/magnetic-separation-commentary-lithium-ion-battery-fire-risks-and-mitigation-across-the-wa","news","2026-06-05","Rare Earth Processing News Signals Magnetic Separation Demand: Cowinmagnet View","https://www.recyclingtoday.com/lithium-ion-battery-risks-mitigation-across-the-waste-recycling-stream","2026-06-02","1135","","","noindex","noindex-follow","legacy-template-needs-review","","Restore seoIndexable/list visibility from CMS payload or pre-migration backup","automation-policy"
