id,slug,url,publishedAt,contentType,status,productLinked,controlledHero,citationCount,sourceSummaryCount,action,defects
"news-electromagnetic-separator-fda-imposes-stricter-import-controls-because-of-pesticides-salmo","electromagnetic-separator-fda-imposes-stricter-import-controls-because-of-pesticides-salmo","https://www.cowinmagnet.com/en/news/electromagnetic-separator-fda-imposes-stricter-import-controls-because-of-pesticides-salmo","2026-06-28","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-electromagnetic-separator-leadership-change-signals-covalent-and-8217-s-next-growth-phase","electromagnetic-separator-leadership-change-signals-covalent-and-8217-s-next-growth-phase","https://www.cowinmagnet.com/en/news/electromagnetic-separator-leadership-change-signals-covalent-and-8217-s-next-growth-phase","2026-06-28","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-electromagnetic-separator-food-industry-report-reveals-rising-pay-top-concerns","electromagnetic-separator-food-industry-report-reveals-rising-pay-top-concerns","https://www.cowinmagnet.com/en/news/electromagnetic-separator-food-industry-report-reveals-rising-pay-top-concerns","2026-06-27","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-plastics-unscripted-the-state-of-plastics","magnetic-separation-plastics-unscripted-the-state-of-plastics","https://www.cowinmagnet.com/en/news/magnetic-separation-plastics-unscripted-the-state-of-plastics","2026-06-27","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-electromagnetic-separator-infographic-canada-s-miners-are-blue-collar-wage-leaders","electromagnetic-separator-infographic-canada-s-miners-are-blue-collar-wage-leaders","https://www.cowinmagnet.com/en/news/electromagnetic-separator-infographic-canada-s-miners-are-blue-collar-wage-leaders","2026-06-27","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-wear-liner-impact-plate-market-forecast-to-2035-replacement-demand-fro","magnetic-separation-wear-liner-impact-plate-market-forecast-to-2035-replacement-demand-fro","https://www.cowinmagnet.com/en/news/magnetic-separation-wear-liner-impact-plate-market-forecast-to-2035-replacement-demand-fro","2026-06-27","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-electromagnetic-separator-wa-urged-to-seize-100-billion-critical-minerals-opportunity","electromagnetic-separator-wa-urged-to-seize-100-billion-critical-minerals-opportunity","https://www.cowinmagnet.com/en/news/electromagnetic-separator-wa-urged-to-seize-100-billion-critical-minerals-opportunity","2026-06-25","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-bars-components-restaurant-inspection-data-may-help-strengthen-foodborne-illness","magnetic-bars-components-restaurant-inspection-data-may-help-strengthen-foodborne-illness","https://www.cowinmagnet.com/en/news/magnetic-bars-components-restaurant-inspection-data-may-help-strengthen-foodborne-illness","2026-06-25","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-bars-components-icf-system-for-food-environments","magnetic-bars-components-icf-system-for-food-environments","https://www.cowinmagnet.com/en/news/magnetic-bars-components-icf-system-for-food-environments","2026-06-24","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-waste-world-episode-68-todd-ellis-on-building-a-better-battery-recycli","magnetic-separation-waste-world-episode-68-todd-ellis-on-building-a-better-battery-recycli","https://www.cowinmagnet.com/en/news/magnetic-separation-waste-world-episode-68-todd-ellis-on-building-a-better-battery-recycli","2026-06-24","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-electromagnetic-separator-newmont-and-8217-s-red-chris-underground-expansion-gets-regulato","electromagnetic-separator-newmont-and-8217-s-red-chris-underground-expansion-gets-regulato","https://www.cowinmagnet.com/en/news/electromagnetic-separator-newmont-and-8217-s-red-chris-underground-expansion-gets-regulato","2026-06-24","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-sustainable-building-materials-company-ceo-on-equipment-choices","magnetic-separation-sustainable-building-materials-company-ceo-on-equipment-choices","https://www.cowinmagnet.com/en/news/magnetic-separation-sustainable-building-materials-company-ceo-on-equipment-choices","2026-06-19","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-electromagnetic-separator-rinehart-s-1b-spacex-bet-targets-mining-beyond-earth","electromagnetic-separator-rinehart-s-1b-spacex-bet-targets-mining-beyond-earth","https://www.cowinmagnet.com/en/news/electromagnetic-separator-rinehart-s-1b-spacex-bet-targets-mining-beyond-earth","2026-06-19","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-casella-s-roadmap-for-renewable-energy-and-driving-a-circular-economy","magnetic-separation-casella-s-roadmap-for-renewable-energy-and-driving-a-circular-economy","https://www.cowinmagnet.com/en/news/magnetic-separation-casella-s-roadmap-for-renewable-energy-and-driving-a-circular-economy","2026-06-19","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-electromagnetic-separator-sandvik-achieves-record-operating-hours-on-leopard-di650i","electromagnetic-separator-sandvik-achieves-record-operating-hours-on-leopard-di650i","https://www.cowinmagnet.com/en/news/electromagnetic-separator-sandvik-achieves-record-operating-hours-on-leopard-di650i","2026-06-19","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-electromagnetic-separator-publisher-s-platform-fda-s-byheart-inspection-report-is-finally","electromagnetic-separator-publisher-s-platform-fda-s-byheart-inspection-report-is-finally","https://www.cowinmagnet.com/en/news/electromagnetic-separator-publisher-s-platform-fda-s-byheart-inspection-report-is-finally","2026-06-17","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-wmw-setting-new-standards-in-scrap-recycling-hudei-metals-leads-india","magnetic-separation-wmw-setting-new-standards-in-scrap-recycling-hudei-metals-leads-india","https://www.cowinmagnet.com/en/news/magnetic-separation-wmw-setting-new-standards-in-scrap-recycling-hudei-metals-leads-india","2026-06-17","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-electromagnetic-separator-barminco-selects-sandvik-for-23-unit-bellevue-gold-project-fleet","electromagnetic-separator-barminco-selects-sandvik-for-23-unit-bellevue-gold-project-fleet","https://www.cowinmagnet.com/en/news/electromagnetic-separator-barminco-selects-sandvik-for-23-unit-bellevue-gold-project-fleet","2026-06-16","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-bars-components-nestl-removes-all-artificial-food-dyes-from-us-products","magnetic-bars-components-nestl-removes-all-artificial-food-dyes-from-us-products","https://www.cowinmagnet.com/en/news/magnetic-bars-components-nestl-removes-all-artificial-food-dyes-from-us-products","2026-06-16","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-cirba-solutions-collaborates-with-industry-coalition-behind-colorado-s","magnetic-separation-cirba-solutions-collaborates-with-industry-coalition-behind-colorado-s","https://www.cowinmagnet.com/en/news/magnetic-separation-cirba-solutions-collaborates-with-industry-coalition-behind-colorado-s","2026-06-16","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-prospare-enhance-conveyor-efficiency-at-uk-cement-plant-agg-net","magnetic-separation-prospare-enhance-conveyor-efficiency-at-uk-cement-plant-agg-net","https://www.cowinmagnet.com/en/news/magnetic-separation-prospare-enhance-conveyor-efficiency-at-uk-cement-plant-agg-net","2026-06-14","technical-guide","published","true","false","0","0","needs-review","product-hero-missing;citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-electromagnetic-separator-indonesia-raids-gold-company-in-1-4b-laundering-probe","electromagnetic-separator-indonesia-raids-gold-company-in-1-4b-laundering-probe","https://www.cowinmagnet.com/en/news/electromagnetic-separator-indonesia-raids-gold-company-in-1-4b-laundering-probe","2026-06-13","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-electromagnetic-separator-mining-s-next-boom-is-off-the-map-arctic-ice-abyssal-plains-and","electromagnetic-separator-mining-s-next-boom-is-off-the-map-arctic-ice-abyssal-plains-and","https://www.cowinmagnet.com/en/news/electromagnetic-separator-mining-s-next-boom-is-off-the-map-arctic-ice-abyssal-plains-and","2026-06-13","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-electromagnetic-separator-goldmining-pea-outlines-532m-value-10-year-life-for-s-o-jorge-pr","electromagnetic-separator-goldmining-pea-outlines-532m-value-10-year-life-for-s-o-jorge-pr","https://www.cowinmagnet.com/en/news/electromagnetic-separator-goldmining-pea-outlines-532m-value-10-year-life-for-s-o-jorge-pr","2026-06-12","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-glencore-to-resume-emissions-spending-at-quebec-smelter","magnetic-separation-glencore-to-resume-emissions-spending-at-quebec-smelter","https://www.cowinmagnet.com/en/news/magnetic-separation-glencore-to-resume-emissions-spending-at-quebec-smelter","2026-06-12","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-electromagnetic-separator-mining-m-and-038-a-value-surges-in-q1-but-deal-count-plunges-s-a","electromagnetic-separator-mining-m-and-038-a-value-surges-in-q1-but-deal-count-plunges-s-a","https://www.cowinmagnet.com/en/news/electromagnetic-separator-mining-m-and-038-a-value-surges-in-q1-but-deal-count-plunges-s-a","2026-06-11","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-recycling-entrepreneurs-among-south-african-award-winners","magnetic-separation-recycling-entrepreneurs-among-south-african-award-winners","https://www.cowinmagnet.com/en/news/magnetic-separation-recycling-entrepreneurs-among-south-african-award-winners","2026-06-10","technical-guide","published","true","false","0","0","needs-review","product-hero-missing;citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-rio-tinto-ramps-up-smelter-with-recycling-tie-in","magnetic-separation-rio-tinto-ramps-up-smelter-with-recycling-tie-in","https://www.cowinmagnet.com/en/news/magnetic-separation-rio-tinto-ramps-up-smelter-with-recycling-tie-in","2026-06-09","technical-guide","published","true","false","0","0","needs-review","product-hero-missing;citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-elementusa-colorado-school-of-mines-win-67m-award-for-rare-earth-proce","magnetic-separation-elementusa-colorado-school-of-mines-win-67m-award-for-rare-earth-proce","https://www.cowinmagnet.com/en/news/magnetic-separation-elementusa-colorado-school-of-mines-win-67m-award-for-rare-earth-proce","2026-06-09","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-stardust-power-joins-doe-backed-lithium-extraction-program","magnetic-separation-stardust-power-joins-doe-backed-lithium-extraction-program","https://www.cowinmagnet.com/en/news/magnetic-separation-stardust-power-joins-doe-backed-lithium-extraction-program","2026-06-06","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-commentary-lithium-ion-battery-fire-risks-and-mitigation-across-the-wa","magnetic-separation-commentary-lithium-ion-battery-fire-risks-and-mitigation-across-the-wa","https://www.cowinmagnet.com/en/news/magnetic-separation-commentary-lithium-ion-battery-fire-risks-and-mitigation-across-the-wa","2026-06-05","technical-guide","published","true","false","0","0","needs-review","product-hero-missing;citation-missing;source-summary-missing-or-invalid;content-type-review-required"
